"class","age_class","gender","fec","deaths","week","pob","class2","date_plot"
"2","60-+","1",2020-06-17,8,25,176506,7,2020-06-17
"2","60-+","2",2020-06-17,12,25,126073,8,2020-06-17
"1","0-59","1",2020-06-18,13,25,4190359,1,2020-06-18
"1","0-59","2",2020-06-18,54,25,4074690,2,2020-06-18
"1","60-+","1",2020-06-18,53,25,557258,3,2020-06-18
"1","60-+","2",2020-06-18,102,25,500271,4,2020-06-18
"2","0-59","1",2020-06-18,0,25,624067,5,2020-06-18
"2","0-59","2",2020-06-18,7,25,555371,6,2020-06-18
"2","60-+","1",2020-06-18,6,25,176506,7,2020-06-18
"2","60-+","2",2020-06-18,12,25,126073,8,2020-06-18
"1","0-59","1",2020-06-19,9,25,4190359,1,2020-06-19
"1","0-59","2",2020-06-19,48,25,4074690,2,2020-06-19
"1","60-+","1",2020-06-19,60,25,557258,3,2020-06-19
"1","60-+","2",2020-06-19,137,25,500271,4,2020-06-19
"2","0-59","1",2020-06-19,0,25,624067,5,2020-06-19
"2","0-59","2",2020-06-19,4,25,555371,6,2020-06-19
"2","60-+","1",2020-06-19,7,25,176506,7,2020-06-19
"2","60-+","2",2020-06-19,21,25,126073,8,2020-06-19
"1","0-59","1",2020-06-20,17,25,4190359,1,2020-06-20
"1","0-59","2",2020-06-20,50,25,4074690,2,2020-06-20
"1","60-+","1",2020-06-20,55,25,557258,3,2020-06-20
"1","60-+","2",2020-06-20,116,25,500271,4,2020-06-20
"2","0-59","1",2020-06-20,1,25,624067,5,2020-06-20
"2","0-59","2",2020-06-20,2,25,555371,6,2020-06-20
"2","60-+","1",2020-06-20,8,25,176506,7,2020-06-20
"2","60-+","2",2020-06-20,13,25,126073,8,2020-06-20
"1","0-59","1",2020-06-21,14,25,4190359,1,2020-06-21
"1","0-59","2",2020-06-21,47,25,4074690,2,2020-06-21
"1","60-+","1",2020-06-21,51,25,557258,3,2020-06-21
"1","60-+","2",2020-06-21,106,25,500271,4,2020-06-21
"2","0-59","1",2020-06-21,0,25,624067,5,2020-06-21
"2","0-59","2",2020-06-21,3,25,555371,6,2020-06-21
"2","60-+","1",2020-06-21,5,25,176506,7,2020-06-21
"2","60-+","2",2020-06-21,9,25,126073,8,2020-06-21
"1","0-59","1",2020-06-22,20,26,4190359,1,2020-06-22
"1","0-59","2",2020-06-22,48,26,4074690,2,2020-06-22
"1","60-+","1",2020-06-22,48,26,557258,3,2020-06-22
"1","60-+","2",2020-06-22,96,26,500271,4,2020-06-22
"2","0-59","1",2020-06-22,1,26,624067,5,2020-06-22
"2","0-59","2",2020-06-22,2,26,555371,6,2020-06-22
"2","60-+","1",2020-06-22,6,26,176506,7,2020-06-22
"2","60-+","2",2020-06-22,13,26,126073,8,2020-06-22
"1","0-59","1",2020-06-23,17,26,4190359,1,2020-06-23
"1","0-59","2",2020-06-23,59,26,4074690,2,2020-06-23
"1","60-+","1",2020-06-23,54,26,557258,3,2020-06-23
"1","60-+","2",2020-06-23,99,26,500271,4,2020-06-23
"2","0-59","1",2020-06-23,0,26,624067,5,2020-06-23
"2","0-59","2",2020-06-23,5,26,555371,6,2020-06-23
"2","60-+","1",2020-06-23,4,26,176506,7,2020-06-23
"2","60-+","2",2020-06-23,7,26,126073,8,2020-06-23
"1","0-59","1",2020-06-24,18,26,4190359,1,2020-06-24
"1","0-59","2",2020-06-24,48,26,4074690,2,2020-06-24
"1","60-+","1",2020-06-24,49,26,557258,3,2020-06-24
"1","60-+","2",2020-06-24,94,26,500271,4,2020-06-24
"2","0-59","1",2020-06-24,0,26,624067,5,2020-06-24
"2","0-59","2",2020-06-24,6,26,555371,6,2020-06-24
"2","60-+","1",2020-06-24,3,26,176506,7,2020-06-24
"2","60-+","2",2020-06-24,14,26,126073,8,2020-06-24
"1","0-59","1",2020-06-25,22,26,4190359,1,2020-06-25
"1","0-59","2",2020-06-25,50,26,4074690,2,2020-06-25
"1","60-+","1",2020-06-25,36,26,557258,3,2020-06-25
"1","60-+","2",2020-06-25,83,26,500271,4,2020-06-25
"2","0-59","1",2020-06-25,0,26,624067,5,2020-06-25
"2","0-59","2",2020-06-25,4,26,555371,6,2020-06-25
"2","60-+","1",2020-06-25,5,26,176506,7,2020-06-25
"2","60-+","2",2020-06-25,17,26,126073,8,2020-06-25
"1","0-59","1",2020-06-26,17,26,4190359,1,2020-06-26
"1","0-59","2",2020-06-26,43,26,4074690,2,2020-06-26
"1","60-+","1",2020-06-26,41,26,557258,3,2020-06-26
"1","60-+","2",2020-06-26,101,26,500271,4,2020-06-26
"2","0-59","1",2020-06-26,0,26,624067,5,2020-06-26
"2","0-59","2",2020-06-26,7,26,555371,6,2020-06-26
"2","60-+","1",2020-06-26,6,26,176506,7,2020-06-26
"2","60-+","2",2020-06-26,15,26,126073,8,2020-06-26
"1","0-59","1",2020-06-27,14,26,4190359,1,2020-06-27
"1","0-59","2",2020-06-27,44,26,4074690,2,2020-06-27
"1","60-+","1",2020-06-27,54,26,557258,3,2020-06-27
"1","60-+","2",2020-06-27,89,26,500271,4,2020-06-27
"2","0-59","1",2020-06-27,0,26,624067,5,2020-06-27
"2","0-59","2",2020-06-27,5,26,555371,6,2020-06-27
"2","60-+","1",2020-06-27,3,26,176506,7,2020-06-27
"2","60-+","2",2020-06-27,8,26,126073,8,2020-06-27
"1","0-59","1",2020-06-28,17,26,4190359,1,2020-06-28
"1","0-59","2",2020-06-28,41,26,4074690,2,2020-06-28
"1","60-+","1",2020-06-28,36,26,557258,3,2020-06-28
"1","60-+","2",2020-06-28,100,26,500271,4,2020-06-28
"2","0-59","1",2020-06-28,0,26,624067,5,2020-06-28
"2","0-59","2",2020-06-28,2,26,555371,6,2020-06-28
"2","60-+","1",2020-06-28,6,26,176506,7,2020-06-28
"2","60-+","2",2020-06-28,11,26,126073,8,2020-06-28
"1","0-59","1",2020-06-29,12,27,4190359,1,2020-06-29
"1","0-59","2",2020-06-29,37,27,4074690,2,2020-06-29
"1","60-+","1",2020-06-29,47,27,557258,3,2020-06-29
"1","60-+","2",2020-06-29,86,27,500271,4,2020-06-29
"2","0-59","1",2020-06-29,2,27,624067,5,2020-06-29
"2","0-59","2",2020-06-29,3,27,555371,6,2020-06-29
"2","60-+","1",2020-06-29,2,27,176506,7,2020-06-29
"2","60-+","2",2020-06-29,10,27,126073,8,2020-06-29
"1","0-59","1",2020-06-30,13,27,4190359,1,2020-06-30
"1","0-59","2",2020-06-30,43,27,4074690,2,2020-06-30
"1","60-+","1",2020-06-30,46,27,557258,3,2020-06-30
"1","60-+","2",2020-06-30,116,27,500271,4,2020-06-30
"2","0-59","1",2020-06-30,0,27,624067,5,2020-06-30
"2","0-59","2",2020-06-30,6,27,555371,6,2020-06-30
"2","60-+","1",2020-06-30,6,27,176506,7,2020-06-30
"2","60-+","2",2020-06-30,6,27,126073,8,2020-06-30
"1","0-59","1",2020-07-01,12,27,4190359,1,2020-07-01
"1","0-59","2",2020-07-01,45,27,4074690,2,2020-07-01
"1","60-+","1",2020-07-01,52,27,557258,3,2020-07-01
"1","60-+","2",2020-07-01,83,27,500271,4,2020-07-01
"2","0-59","1",2020-07-01,5,27,624067,5,2020-07-01
"2","0-59","2",2020-07-01,4,27,555371,6,2020-07-01
"2","60-+","1",2020-07-01,7,27,176506,7,2020-07-01
"2","60-+","2",2020-07-01,11,27,126073,8,2020-07-01
"1","0-59","1",2020-07-02,9,27,4190359,1,2020-07-02
"1","0-59","2",2020-07-02,51,27,4074690,2,2020-07-02
"1","60-+","1",2020-07-02,42,27,557258,3,2020-07-02
"1","60-+","2",2020-07-02,113,27,500271,4,2020-07-02
"2","0-59","1",2020-07-02,0,27,624067,5,2020-07-02
"2","0-59","2",2020-07-02,6,27,555371,6,2020-07-02
"2","60-+","1",2020-07-02,2,27,176506,7,2020-07-02
"2","60-+","2",2020-07-02,11,27,126073,8,2020-07-02
"1","0-59","1",2020-07-03,16,27,4190359,1,2020-07-03
"1","0-59","2",2020-07-03,47,27,4074690,2,2020-07-03
"1","60-+","1",2020-07-03,39,27,557258,3,2020-07-03
"1","60-+","2",2020-07-03,104,27,500271,4,2020-07-03
"2","0-59","1",2020-07-03,1,27,624067,5,2020-07-03
"2","0-59","2",2020-07-03,5,27,555371,6,2020-07-03
"2","60-+","1",2020-07-03,3,27,176506,7,2020-07-03
"2","60-+","2",2020-07-03,18,27,126073,8,2020-07-03
"1","0-59","1",2020-07-04,9,27,4190359,1,2020-07-04
"1","0-59","2",2020-07-04,45,27,4074690,2,2020-07-04
"1","60-+","1",2020-07-04,49,27,557258,3,2020-07-04
"1","60-+","2",2020-07-04,83,27,500271,4,2020-07-04
"2","0-59","1",2020-07-04,1,27,624067,5,2020-07-04
"2","0-59","2",2020-07-04,2,27,555371,6,2020-07-04
"2","60-+","1",2020-07-04,5,27,176506,7,2020-07-04
"2","60-+","2",2020-07-04,10,27,126073,8,2020-07-04
"1","0-59","1",2020-07-05,22,27,4190359,1,2020-07-05
"1","0-59","2",2020-07-05,51,27,4074690,2,2020-07-05
"1","60-+","1",2020-07-05,49,27,557258,3,2020-07-05
"1","60-+","2",2020-07-05,97,27,500271,4,2020-07-05
"2","0-59","1",2020-07-05,3,27,624067,5,2020-07-05
"2","0-59","2",2020-07-05,4,27,555371,6,2020-07-05
"2","60-+","1",2020-07-05,4,27,176506,7,2020-07-05
"2","60-+","2",2020-07-05,19,27,126073,8,2020-07-05
"1","0-59","1",2020-07-06,18,28,4190359,1,2020-07-06
"1","0-59","2",2020-07-06,34,28,4074690,2,2020-07-06
"1","60-+","1",2020-07-06,38,28,557258,3,2020-07-06
"1","60-+","2",2020-07-06,99,28,500271,4,2020-07-06
"2","0-59","1",2020-07-06,2,28,624067,5,2020-07-06
"2","0-59","2",2020-07-06,2,28,555371,6,2020-07-06
"2","60-+","1",2020-07-06,2,28,176506,7,2020-07-06
"2","60-+","2",2020-07-06,18,28,126073,8,2020-07-06
"1","0-59","1",2020-07-07,23,28,4190359,1,2020-07-07
"1","0-59","2",2020-07-07,42,28,4074690,2,2020-07-07
"1","60-+","1",2020-07-07,50,28,557258,3,2020-07-07
"1","60-+","2",2020-07-07,88,28,500271,4,2020-07-07
"2","0-59","1",2020-07-07,0,28,624067,5,2020-07-07
"2","0-59","2",2020-07-07,3,28,555371,6,2020-07-07
"2","60-+","1",2020-07-07,5,28,176506,7,2020-07-07
"2","60-+","2",2020-07-07,11,28,126073,8,2020-07-07
"1","0-59","1",2020-07-08,15,28,4190359,1,2020-07-08
"1","0-59","2",2020-07-08,45,28,4074690,2,2020-07-08
"1","60-+","1",2020-07-08,48,28,557258,3,2020-07-08
"1","60-+","2",2020-07-08,113,28,500271,4,2020-07-08
"2","0-59","1",2020-07-08,2,28,624067,5,2020-07-08
"2","0-59","2",2020-07-08,1,28,555371,6,2020-07-08
"2","60-+","1",2020-07-08,5,28,176506,7,2020-07-08
"2","60-+","2",2020-07-08,15,28,126073,8,2020-07-08
"1","0-59","1",2020-07-09,18,28,4190359,1,2020-07-09
"1","0-59","2",2020-07-09,45,28,4074690,2,2020-07-09
"1","60-+","1",2020-07-09,42,28,557258,3,2020-07-09
"1","60-+","2",2020-07-09,81,28,500271,4,2020-07-09
"2","0-59","1",2020-07-09,2,28,624067,5,2020-07-09
"2","0-59","2",2020-07-09,1,28,555371,6,2020-07-09
"2","60-+","1",2020-07-09,4,28,176506,7,2020-07-09
"2","60-+","2",2020-07-09,12,28,126073,8,2020-07-09
"1","0-59","1",2020-07-10,10,28,4190359,1,2020-07-10
"1","0-59","2",2020-07-10,40,28,4074690,2,2020-07-10
"1","60-+","1",2020-07-10,48,28,557258,3,2020-07-10
"1","60-+","2",2020-07-10,107,28,500271,4,2020-07-10
"2","0-59","1",2020-07-10,1,28,624067,5,2020-07-10
"2","0-59","2",2020-07-10,4,28,555371,6,2020-07-10
"2","60-+","1",2020-07-10,7,28,176506,7,2020-07-10
"2","60-+","2",2020-07-10,12,28,126073,8,2020-07-10
"1","0-59","1",2020-07-11,19,28,4190359,1,2020-07-11
"1","0-59","2",2020-07-11,43,28,4074690,2,2020-07-11
"1","60-+","1",2020-07-11,49,28,557258,3,2020-07-11
"1","60-+","2",2020-07-11,110,28,500271,4,2020-07-11
"2","0-59","1",2020-07-11,2,28,624067,5,2020-07-11
"2","0-59","2",2020-07-11,3,28,555371,6,2020-07-11
"2","60-+","1",2020-07-11,11,28,176506,7,2020-07-11
"2","60-+","2",2020-07-11,11,28,126073,8,2020-07-11
"1","0-59","1",2020-07-12,16,28,4190359,1,2020-07-12
"1","0-59","2",2020-07-12,55,28,4074690,2,2020-07-12
"1","60-+","1",2020-07-12,46,28,557258,3,2020-07-12
"1","60-+","2",2020-07-12,95,28,500271,4,2020-07-12
"2","0-59","1",2020-07-12,0,28,624067,5,2020-07-12
"2","0-59","2",2020-07-12,6,28,555371,6,2020-07-12
"2","60-+","1",2020-07-12,5,28,176506,7,2020-07-12
"2","60-+","2",2020-07-12,8,28,126073,8,2020-07-12
"1","0-59","1",2020-07-13,16,29,4190359,1,2020-07-13
"1","0-59","2",2020-07-13,49,29,4074690,2,2020-07-13
"1","60-+","1",2020-07-13,46,29,557258,3,2020-07-13
"1","60-+","2",2020-07-13,86,29,500271,4,2020-07-13
"2","0-59","1",2020-07-13,1,29,624067,5,2020-07-13
"2","0-59","2",2020-07-13,4,29,555371,6,2020-07-13
"2","60-+","1",2020-07-13,9,29,176506,7,2020-07-13
"2","60-+","2",2020-07-13,15,29,126073,8,2020-07-13
"1","0-59","1",2020-07-14,20,29,4190359,1,2020-07-14
"1","0-59","2",2020-07-14,44,29,4074690,2,2020-07-14
"1","60-+","1",2020-07-14,50,29,557258,3,2020-07-14
"1","60-+","2",2020-07-14,94,29,500271,4,2020-07-14
"2","0-59","1",2020-07-14,1,29,624067,5,2020-07-14
"2","0-59","2",2020-07-14,6,29,555371,6,2020-07-14
"2","60-+","1",2020-07-14,8,29,176506,7,2020-07-14
"2","60-+","2",2020-07-14,12,29,126073,8,2020-07-14
"1","0-59","1",2020-07-15,19,29,4190359,1,2020-07-15
"1","0-59","2",2020-07-15,41,29,4074690,2,2020-07-15
"1","60-+","1",2020-07-15,54,29,557258,3,2020-07-15
"1","60-+","2",2020-07-15,100,29,500271,4,2020-07-15
"2","0-59","1",2020-07-15,1,29,624067,5,2020-07-15
"2","0-59","2",2020-07-15,8,29,555371,6,2020-07-15
"2","60-+","1",2020-07-15,8,29,176506,7,2020-07-15
"2","60-+","2",2020-07-15,8,29,126073,8,2020-07-15
"1","0-59","1",2020-07-16,10,29,4190359,1,2020-07-16
"1","0-59","2",2020-07-16,42,29,4074690,2,2020-07-16
"1","60-+","1",2020-07-16,50,29,557258,3,2020-07-16
"1","60-+","2",2020-07-16,94,29,500271,4,2020-07-16
"2","0-59","1",2020-07-16,3,29,624067,5,2020-07-16
"2","0-59","2",2020-07-16,2,29,555371,6,2020-07-16
"2","60-+","1",2020-07-16,7,29,176506,7,2020-07-16
"2","60-+","2",2020-07-16,12,29,126073,8,2020-07-16
"1","0-59","1",2020-07-17,16,29,4190359,1,2020-07-17
"1","0-59","2",2020-07-17,48,29,4074690,2,2020-07-17
"1","60-+","1",2020-07-17,42,29,557258,3,2020-07-17
"1","60-+","2",2020-07-17,102,29,500271,4,2020-07-17
"2","0-59","1",2020-07-17,3,29,624067,5,2020-07-17
"2","0-59","2",2020-07-17,9,29,555371,6,2020-07-17
"2","60-+","1",2020-07-17,8,29,176506,7,2020-07-17
"2","60-+","2",2020-07-17,12,29,126073,8,2020-07-17
"1","0-59","1",2020-07-18,13,29,4190359,1,2020-07-18
"1","0-59","2",2020-07-18,48,29,4074690,2,2020-07-18
"1","60-+","1",2020-07-18,49,29,557258,3,2020-07-18
"1","60-+","2",2020-07-18,93,29,500271,4,2020-07-18
"2","0-59","1",2020-07-18,2,29,624067,5,2020-07-18
"2","0-59","2",2020-07-18,4,29,555371,6,2020-07-18
"2","60-+","1",2020-07-18,5,29,176506,7,2020-07-18
"2","60-+","2",2020-07-18,21,29,126073,8,2020-07-18
"1","0-59","1",2020-07-19,17,29,4190359,1,2020-07-19
"1","0-59","2",2020-07-19,45,29,4074690,2,2020-07-19
"1","60-+","1",2020-07-19,50,29,557258,3,2020-07-19
"1","60-+","2",2020-07-19,98,29,500271,4,2020-07-19
"2","0-59","1",2020-07-19,2,29,624067,5,2020-07-19
"2","0-59","2",2020-07-19,6,29,555371,6,2020-07-19
"2","60-+","1",2020-07-19,4,29,176506,7,2020-07-19
"2","60-+","2",2020-07-19,7,29,126073,8,2020-07-19
"1","0-59","1",2020-07-20,10,30,4190359,1,2020-07-20
"1","0-59","2",2020-07-20,62,30,4074690,2,2020-07-20
"1","60-+","1",2020-07-20,47,30,557258,3,2020-07-20
"1","60-+","2",2020-07-20,85,30,500271,4,2020-07-20
"2","0-59","1",2020-07-20,0,30,624067,5,2020-07-20
"2","0-59","2",2020-07-20,4,30,555371,6,2020-07-20
"2","60-+","1",2020-07-20,5,30,176506,7,2020-07-20
"2","60-+","2",2020-07-20,18,30,126073,8,2020-07-20
"1","0-59","1",2020-07-21,17,30,4190359,1,2020-07-21
"1","0-59","2",2020-07-21,43,30,4074690,2,2020-07-21
"1","60-+","1",2020-07-21,44,30,557258,3,2020-07-21
"1","60-+","2",2020-07-21,97,30,500271,4,2020-07-21
"2","0-59","1",2020-07-21,2,30,624067,5,2020-07-21
"2","0-59","2",2020-07-21,5,30,555371,6,2020-07-21
"2","60-+","1",2020-07-21,4,30,176506,7,2020-07-21
"2","60-+","2",2020-07-21,17,30,126073,8,2020-07-21
"1","0-59","1",2020-07-22,17,30,4190359,1,2020-07-22
"1","0-59","2",2020-07-22,51,30,4074690,2,2020-07-22
"1","60-+","1",2020-07-22,47,30,557258,3,2020-07-22
"1","60-+","2",2020-07-22,88,30,500271,4,2020-07-22
"2","0-59","1",2020-07-22,1,30,624067,5,2020-07-22
"2","0-59","2",2020-07-22,7,30,555371,6,2020-07-22
"2","60-+","1",2020-07-22,3,30,176506,7,2020-07-22
"2","60-+","2",2020-07-22,17,30,126073,8,2020-07-22
"1","0-59","1",2020-07-23,15,30,4190359,1,2020-07-23
"1","0-59","2",2020-07-23,52,30,4074690,2,2020-07-23
"1","60-+","1",2020-07-23,28,30,557258,3,2020-07-23
"1","60-+","2",2020-07-23,121,30,500271,4,2020-07-23
"2","0-59","1",2020-07-23,3,30,624067,5,2020-07-23
"2","0-59","2",2020-07-23,4,30,555371,6,2020-07-23
"2","60-+","1",2020-07-23,5,30,176506,7,2020-07-23
"2","60-+","2",2020-07-23,11,30,126073,8,2020-07-23
"1","0-59","1",2020-07-24,24,30,4190359,1,2020-07-24
"1","0-59","2",2020-07-24,46,30,4074690,2,2020-07-24
"1","60-+","1",2020-07-24,45,30,557258,3,2020-07-24
"1","60-+","2",2020-07-24,100,30,500271,4,2020-07-24
"2","0-59","1",2020-07-24,0,30,624067,5,2020-07-24
"2","0-59","2",2020-07-24,3,30,555371,6,2020-07-24
"2","60-+","1",2020-07-24,9,30,176506,7,2020-07-24
"2","60-+","2",2020-07-24,15,30,126073,8,2020-07-24
"1","0-59","1",2020-07-25,17,30,4190359,1,2020-07-25
"1","0-59","2",2020-07-25,41,30,4074690,2,2020-07-25
"1","60-+","1",2020-07-25,39,30,557258,3,2020-07-25
"1","60-+","2",2020-07-25,92,30,500271,4,2020-07-25
"2","0-59","1",2020-07-25,3,30,624067,5,2020-07-25
"2","0-59","2",2020-07-25,3,30,555371,6,2020-07-25
"2","60-+","1",2020-07-25,4,30,176506,7,2020-07-25
"2","60-+","2",2020-07-25,6,30,126073,8,2020-07-25
"1","0-59","1",2020-07-26,13,30,4190359,1,2020-07-26
"1","0-59","2",2020-07-26,42,30,4074690,2,2020-07-26
"1","60-+","1",2020-07-26,37,30,557258,3,2020-07-26
"1","60-+","2",2020-07-26,112,30,500271,4,2020-07-26
"2","0-59","1",2020-07-26,2,30,624067,5,2020-07-26
"2","0-59","2",2020-07-26,3,30,555371,6,2020-07-26
"2","60-+","1",2020-07-26,5,30,176506,7,2020-07-26
"2","60-+","2",2020-07-26,12,30,126073,8,2020-07-26
"1","0-59","1",2020-07-27,9,31,4190359,1,2020-07-27
"1","0-59","2",2020-07-27,58,31,4074690,2,2020-07-27
"1","60-+","1",2020-07-27,50,31,557258,3,2020-07-27
"1","60-+","2",2020-07-27,106,31,500271,4,2020-07-27
"2","0-59","1",2020-07-27,3,31,624067,5,2020-07-27
"2","0-59","2",2020-07-27,2,31,555371,6,2020-07-27
"2","60-+","1",2020-07-27,7,31,176506,7,2020-07-27
"2","60-+","2",2020-07-27,13,31,126073,8,2020-07-27
"1","0-59","1",2020-07-28,17,31,4190359,1,2020-07-28
"1","0-59","2",2020-07-28,47,31,4074690,2,2020-07-28
"1","60-+","1",2020-07-28,51,31,557258,3,2020-07-28
"1","60-+","2",2020-07-28,100,31,500271,4,2020-07-28
"2","0-59","1",2020-07-28,0,31,624067,5,2020-07-28
"2","0-59","2",2020-07-28,4,31,555371,6,2020-07-28
"2","60-+","1",2020-07-28,10,31,176506,7,2020-07-28
"2","60-+","2",2020-07-28,12,31,126073,8,2020-07-28
"1","0-59","1",2020-07-29,15,31,4190359,1,2020-07-29
"1","0-59","2",2020-07-29,48,31,4074690,2,2020-07-29
"1","60-+","1",2020-07-29,58,31,557258,3,2020-07-29
"1","60-+","2",2020-07-29,118,31,500271,4,2020-07-29
"2","0-59","1",2020-07-29,2,31,624067,5,2020-07-29
"2","0-59","2",2020-07-29,2,31,555371,6,2020-07-29
"2","60-+","1",2020-07-29,8,31,176506,7,2020-07-29
"2","60-+","2",2020-07-29,15,31,126073,8,2020-07-29
"1","0-59","1",2020-07-30,13,31,4190359,1,2020-07-30
"1","0-59","2",2020-07-30,54,31,4074690,2,2020-07-30
"1","60-+","1",2020-07-30,41,31,557258,3,2020-07-30
"1","60-+","2",2020-07-30,95,31,500271,4,2020-07-30
"2","0-59","1",2020-07-30,0,31,624067,5,2020-07-30
"2","0-59","2",2020-07-30,2,31,555371,6,2020-07-30
"2","60-+","1",2020-07-30,7,31,176506,7,2020-07-30
"2","60-+","2",2020-07-30,8,31,126073,8,2020-07-30
"1","0-59","1",2020-07-31,26,31,4190359,1,2020-07-31
"1","0-59","2",2020-07-31,55,31,4074690,2,2020-07-31
"1","60-+","1",2020-07-31,48,31,557258,3,2020-07-31
"1","60-+","2",2020-07-31,104,31,500271,4,2020-07-31
"2","0-59","1",2020-07-31,1,31,624067,5,2020-07-31
"2","0-59","2",2020-07-31,1,31,555371,6,2020-07-31
"2","60-+","1",2020-07-31,5,31,176506,7,2020-07-31
"2","60-+","2",2020-07-31,11,31,126073,8,2020-07-31
"1","0-59","1",2020-08-01,22,31,4190359,1,2020-08-01
"1","0-59","2",2020-08-01,42,31,4074690,2,2020-08-01
"1","60-+","1",2020-08-01,53,31,557258,3,2020-08-01
"1","60-+","2",2020-08-01,106,31,500271,4,2020-08-01
"2","0-59","1",2020-08-01,0,31,624067,5,2020-08-01
"2","0-59","2",2020-08-01,2,31,555371,6,2020-08-01
"2","60-+","1",2020-08-01,6,31,176506,7,2020-08-01
"2","60-+","2",2020-08-01,22,31,126073,8,2020-08-01
"1","0-59","1",2020-08-02,20,31,4190359,1,2020-08-02
"1","0-59","2",2020-08-02,40,31,4074690,2,2020-08-02
"1","60-+","1",2020-08-02,47,31,557258,3,2020-08-02
"1","60-+","2",2020-08-02,96,31,500271,4,2020-08-02
"2","0-59","1",2020-08-02,1,31,624067,5,2020-08-02
"2","0-59","2",2020-08-02,5,31,555371,6,2020-08-02
"2","60-+","1",2020-08-02,11,31,176506,7,2020-08-02
"2","60-+","2",2020-08-02,13,31,126073,8,2020-08-02
"1","0-59","1",2020-08-03,11,32,4190359,1,2020-08-03
"1","0-59","2",2020-08-03,42,32,4074690,2,2020-08-03
"1","60-+","1",2020-08-03,50,32,557258,3,2020-08-03
"1","60-+","2",2020-08-03,102,32,500271,4,2020-08-03
"2","0-59","1",2020-08-03,2,32,624067,5,2020-08-03
"2","0-59","2",2020-08-03,11,32,555371,6,2020-08-03
"2","60-+","1",2020-08-03,7,32,176506,7,2020-08-03
"2","60-+","2",2020-08-03,22,32,126073,8,2020-08-03
"1","0-59","1",2020-08-04,17,32,4190359,1,2020-08-04
"1","0-59","2",2020-08-04,56,32,4074690,2,2020-08-04
"1","60-+","1",2020-08-04,46,32,557258,3,2020-08-04
"1","60-+","2",2020-08-04,109,32,500271,4,2020-08-04
"2","0-59","1",2020-08-04,2,32,624067,5,2020-08-04
"2","0-59","2",2020-08-04,8,32,555371,6,2020-08-04
"2","60-+","1",2020-08-04,9,32,176506,7,2020-08-04
"2","60-+","2",2020-08-04,14,32,126073,8,2020-08-04
"1","0-59","1",2020-08-05,24,32,4190359,1,2020-08-05
"1","0-59","2",2020-08-05,53,32,4074690,2,2020-08-05
"1","60-+","1",2020-08-05,47,32,557258,3,2020-08-05
"1","60-+","2",2020-08-05,99,32,500271,4,2020-08-05
"2","0-59","1",2020-08-05,3,32,624067,5,2020-08-05
"2","0-59","2",2020-08-05,5,32,555371,6,2020-08-05
"2","60-+","1",2020-08-05,10,32,176506,7,2020-08-05
"2","60-+","2",2020-08-05,14,32,126073,8,2020-08-05
"1","0-59","1",2020-08-06,22,32,4190359,1,2020-08-06
"1","0-59","2",2020-08-06,46,32,4074690,2,2020-08-06
"1","60-+","1",2020-08-06,33,32,557258,3,2020-08-06
"1","60-+","2",2020-08-06,107,32,500271,4,2020-08-06
"2","0-59","1",2020-08-06,2,32,624067,5,2020-08-06
"2","0-59","2",2020-08-06,6,32,555371,6,2020-08-06
"2","60-+","1",2020-08-06,11,32,176506,7,2020-08-06
"2","60-+","2",2020-08-06,15,32,126073,8,2020-08-06
"1","0-59","1",2020-08-07,17,32,4190359,1,2020-08-07
"1","0-59","2",2020-08-07,44,32,4074690,2,2020-08-07
"1","60-+","1",2020-08-07,49,32,557258,3,2020-08-07
"1","60-+","2",2020-08-07,98,32,500271,4,2020-08-07
"2","0-59","1",2020-08-07,1,32,624067,5,2020-08-07
"2","0-59","2",2020-08-07,9,32,555371,6,2020-08-07
"2","60-+","1",2020-08-07,5,32,176506,7,2020-08-07
"2","60-+","2",2020-08-07,13,32,126073,8,2020-08-07
"1","0-59","1",2020-08-08,18,32,4190359,1,2020-08-08
"1","0-59","2",2020-08-08,49,32,4074690,2,2020-08-08
"1","60-+","1",2020-08-08,65,32,557258,3,2020-08-08
"1","60-+","2",2020-08-08,115,32,500271,4,2020-08-08
"2","0-59","1",2020-08-08,1,32,624067,5,2020-08-08
"2","0-59","2",2020-08-08,5,32,555371,6,2020-08-08
"2","60-+","1",2020-08-08,8,32,176506,7,2020-08-08
"2","60-+","2",2020-08-08,11,32,126073,8,2020-08-08
"1","0-59","1",2020-08-09,15,32,4190359,1,2020-08-09
"1","0-59","2",2020-08-09,34,32,4074690,2,2020-08-09
"1","60-+","1",2020-08-09,46,32,557258,3,2020-08-09
"1","60-+","2",2020-08-09,96,32,500271,4,2020-08-09
"2","0-59","1",2020-08-09,1,32,624067,5,2020-08-09
"2","0-59","2",2020-08-09,6,32,555371,6,2020-08-09
"2","60-+","1",2020-08-09,5,32,176506,7,2020-08-09
"2","60-+","2",2020-08-09,19,32,126073,8,2020-08-09
"1","0-59","1",2020-08-10,26,33,4190359,1,2020-08-10
"1","0-59","2",2020-08-10,42,33,4074690,2,2020-08-10
"1","60-+","1",2020-08-10,32,33,557258,3,2020-08-10
"1","60-+","2",2020-08-10,93,33,500271,4,2020-08-10
"2","0-59","1",2020-08-10,0,33,624067,5,2020-08-10
"2","0-59","2",2020-08-10,6,33,555371,6,2020-08-10
"2","60-+","1",2020-08-10,6,33,176506,7,2020-08-10
