"class","age_class","gender","fec","deaths","week","pob","class2","date_plot"
"1","0-59","1",2020-10-04,4,40,4190359,1,2020-10-04
"1","0-59","2",2020-10-04,17,40,4074690,2,2020-10-04
"1","60-+","1",2020-10-04,11,40,557258,3,2020-10-04
"1","60-+","2",2020-10-04,17,40,500271,4,2020-10-04
"2","0-59","1",2020-10-04,0,40,624067,5,2020-10-04
"2","0-59","2",2020-10-04,3,40,555371,6,2020-10-04
"2","60-+","1",2020-10-04,5,40,176506,7,2020-10-04
"2","60-+","2",2020-10-04,8,40,126073,8,2020-10-04
"1","0-59","1",2020-10-05,7,41,4190359,1,2020-10-05
"1","0-59","2",2020-10-05,12,41,4074690,2,2020-10-05
"1","60-+","1",2020-10-05,12,41,557258,3,2020-10-05
"1","60-+","2",2020-10-05,34,41,500271,4,2020-10-05
"2","0-59","1",2020-10-05,0,41,624067,5,2020-10-05
"2","0-59","2",2020-10-05,2,41,555371,6,2020-10-05
"2","60-+","1",2020-10-05,4,41,176506,7,2020-10-05
"2","60-+","2",2020-10-05,5,41,126073,8,2020-10-05
"1","0-59","1",2020-10-06,4,41,4190359,1,2020-10-06
"1","0-59","2",2020-10-06,6,41,4074690,2,2020-10-06
"1","60-+","1",2020-10-06,14,41,557258,3,2020-10-06
"1","60-+","2",2020-10-06,28,41,500271,4,2020-10-06
"2","0-59","1",2020-10-06,0,41,624067,5,2020-10-06
"2","0-59","2",2020-10-06,0,41,555371,6,2020-10-06
"2","60-+","1",2020-10-06,4,41,176506,7,2020-10-06
"2","60-+","2",2020-10-06,9,41,126073,8,2020-10-06
"1","0-59","1",2020-10-07,7,41,4190359,1,2020-10-07
"1","0-59","2",2020-10-07,11,41,4074690,2,2020-10-07
"1","60-+","1",2020-10-07,16,41,557258,3,2020-10-07
"1","60-+","2",2020-10-07,27,41,500271,4,2020-10-07
"2","0-59","1",2020-10-07,1,41,624067,5,2020-10-07
"2","0-59","2",2020-10-07,2,41,555371,6,2020-10-07
"2","60-+","1",2020-10-07,2,41,176506,7,2020-10-07
"2","60-+","2",2020-10-07,4,41,126073,8,2020-10-07
"1","0-59","1",2020-10-08,5,41,4190359,1,2020-10-08
"1","0-59","2",2020-10-08,11,41,4074690,2,2020-10-08
"1","60-+","1",2020-10-08,9,41,557258,3,2020-10-08
"1","60-+","2",2020-10-08,15,41,500271,4,2020-10-08
"2","0-59","1",2020-10-08,2,41,624067,5,2020-10-08
"2","0-59","2",2020-10-08,1,41,555371,6,2020-10-08
"2","60-+","1",2020-10-08,1,41,176506,7,2020-10-08
"2","60-+","2",2020-10-08,4,41,126073,8,2020-10-08
"1","0-59","1",2020-10-09,5,41,4190359,1,2020-10-09
"1","0-59","2",2020-10-09,17,41,4074690,2,2020-10-09
"1","60-+","1",2020-10-09,11,41,557258,3,2020-10-09
"1","60-+","2",2020-10-09,12,41,500271,4,2020-10-09
"2","0-59","1",2020-10-09,0,41,624067,5,2020-10-09
"2","0-59","2",2020-10-09,0,41,555371,6,2020-10-09
"2","60-+","1",2020-10-09,2,41,176506,7,2020-10-09
"2","60-+","2",2020-10-09,6,41,126073,8,2020-10-09
"1","0-59","1",2020-10-10,6,41,4190359,1,2020-10-10
"1","0-59","2",2020-10-10,5,41,4074690,2,2020-10-10
"1","60-+","1",2020-10-10,11,41,557258,3,2020-10-10
"1","60-+","2",2020-10-10,23,41,500271,4,2020-10-10
"2","0-59","1",2020-10-10,2,41,624067,5,2020-10-10
"2","0-59","2",2020-10-10,1,41,555371,6,2020-10-10
"2","60-+","1",2020-10-10,1,41,176506,7,2020-10-10
"2","60-+","2",2020-10-10,7,41,126073,8,2020-10-10
"1","0-59","1",2020-10-11,1,41,4190359,1,2020-10-11
"1","0-59","2",2020-10-11,8,41,4074690,2,2020-10-11
"1","60-+","1",2020-10-11,9,41,557258,3,2020-10-11
"1","60-+","2",2020-10-11,18,41,500271,4,2020-10-11
"2","0-59","1",2020-10-11,0,41,624067,5,2020-10-11
"2","0-59","2",2020-10-11,3,41,555371,6,2020-10-11
"2","60-+","1",2020-10-11,6,41,176506,7,2020-10-11
"2","60-+","2",2020-10-11,6,41,126073,8,2020-10-11
"1","0-59","1",2020-10-12,4,42,4190359,1,2020-10-12
"1","0-59","2",2020-10-12,13,42,4074690,2,2020-10-12
"1","60-+","1",2020-10-12,17,42,557258,3,2020-10-12
"1","60-+","2",2020-10-12,23,42,500271,4,2020-10-12
"2","0-59","1",2020-10-12,0,42,624067,5,2020-10-12
"2","0-59","2",2020-10-12,2,42,555371,6,2020-10-12
"2","60-+","1",2020-10-12,1,42,176506,7,2020-10-12
"2","60-+","2",2020-10-12,3,42,126073,8,2020-10-12
"1","0-59","1",2020-10-13,5,42,4190359,1,2020-10-13
"1","0-59","2",2020-10-13,12,42,4074690,2,2020-10-13
"1","60-+","1",2020-10-13,12,42,557258,3,2020-10-13
"1","60-+","2",2020-10-13,17,42,500271,4,2020-10-13
"2","0-59","1",2020-10-13,0,42,624067,5,2020-10-13
"2","0-59","2",2020-10-13,1,42,555371,6,2020-10-13
"2","60-+","1",2020-10-13,0,42,176506,7,2020-10-13
"2","60-+","2",2020-10-13,1,42,126073,8,2020-10-13
"1","0-59","1",2020-10-14,3,42,4190359,1,2020-10-14
"1","0-59","2",2020-10-14,4,42,4074690,2,2020-10-14
"1","60-+","1",2020-10-14,9,42,557258,3,2020-10-14
"1","60-+","2",2020-10-14,17,42,500271,4,2020-10-14
"2","0-59","1",2020-10-14,2,42,624067,5,2020-10-14
"2","0-59","2",2020-10-14,1,42,555371,6,2020-10-14
"2","60-+","1",2020-10-14,3,42,176506,7,2020-10-14
"2","60-+","2",2020-10-14,1,42,126073,8,2020-10-14
"1","0-59","1",2020-10-15,3,42,4190359,1,2020-10-15
"1","0-59","2",2020-10-15,9,42,4074690,2,2020-10-15
"1","60-+","1",2020-10-15,11,42,557258,3,2020-10-15
"1","60-+","2",2020-10-15,17,42,500271,4,2020-10-15
"2","0-59","1",2020-10-15,1,42,624067,5,2020-10-15
"2","0-59","2",2020-10-15,1,42,555371,6,2020-10-15
"2","60-+","1",2020-10-15,2,42,176506,7,2020-10-15
"2","60-+","2",2020-10-15,6,42,126073,8,2020-10-15
"1","0-59","1",2020-10-16,4,42,4190359,1,2020-10-16
"1","0-59","2",2020-10-16,11,42,4074690,2,2020-10-16
"1","60-+","1",2020-10-16,12,42,557258,3,2020-10-16
"1","60-+","2",2020-10-16,24,42,500271,4,2020-10-16
"2","0-59","1",2020-10-16,0,42,624067,5,2020-10-16
"2","0-59","2",2020-10-16,0,42,555371,6,2020-10-16
"2","60-+","1",2020-10-16,4,42,176506,7,2020-10-16
"2","60-+","2",2020-10-16,11,42,126073,8,2020-10-16
"1","0-59","1",2020-10-17,1,42,4190359,1,2020-10-17
"1","0-59","2",2020-10-17,4,42,4074690,2,2020-10-17
"1","60-+","1",2020-10-17,7,42,557258,3,2020-10-17
"1","60-+","2",2020-10-17,14,42,500271,4,2020-10-17
"2","0-59","1",2020-10-17,1,42,624067,5,2020-10-17
"2","0-59","2",2020-10-17,0,42,555371,6,2020-10-17
"2","60-+","1",2020-10-17,2,42,176506,7,2020-10-17
"2","60-+","2",2020-10-17,4,42,126073,8,2020-10-17
"1","0-59","1",2020-10-18,2,42,4190359,1,2020-10-18
"1","0-59","2",2020-10-18,2,42,4074690,2,2020-10-18
"1","60-+","1",2020-10-18,9,42,557258,3,2020-10-18
"1","60-+","2",2020-10-18,16,42,500271,4,2020-10-18
"2","0-59","1",2020-10-18,0,42,624067,5,2020-10-18
"2","0-59","2",2020-10-18,1,42,555371,6,2020-10-18
"2","60-+","1",2020-10-18,3,42,176506,7,2020-10-18
"2","60-+","2",2020-10-18,2,42,126073,8,2020-10-18
"1","0-59","1",2020-10-19,3,43,4190359,1,2020-10-19
"1","0-59","2",2020-10-19,4,43,4074690,2,2020-10-19
"1","60-+","1",2020-10-19,10,43,557258,3,2020-10-19
"1","60-+","2",2020-10-19,24,43,500271,4,2020-10-19
"2","0-59","1",2020-10-19,0,43,624067,5,2020-10-19
"2","0-59","2",2020-10-19,0,43,555371,6,2020-10-19
"2","60-+","1",2020-10-19,2,43,176506,7,2020-10-19
"2","60-+","2",2020-10-19,2,43,126073,8,2020-10-19
"1","0-59","1",2020-10-20,5,43,4190359,1,2020-10-20
"1","0-59","2",2020-10-20,6,43,4074690,2,2020-10-20
"1","60-+","1",2020-10-20,5,43,557258,3,2020-10-20
"1","60-+","2",2020-10-20,28,43,500271,4,2020-10-20
"2","0-59","1",2020-10-20,2,43,624067,5,2020-10-20
"2","0-59","2",2020-10-20,0,43,555371,6,2020-10-20
"2","60-+","1",2020-10-20,2,43,176506,7,2020-10-20
"2","60-+","2",2020-10-20,4,43,126073,8,2020-10-20
"1","0-59","1",2020-10-21,3,43,4190359,1,2020-10-21
"1","0-59","2",2020-10-21,7,43,4074690,2,2020-10-21
"1","60-+","1",2020-10-21,14,43,557258,3,2020-10-21
"1","60-+","2",2020-10-21,10,43,500271,4,2020-10-21
"2","0-59","1",2020-10-21,0,43,624067,5,2020-10-21
"2","0-59","2",2020-10-21,0,43,555371,6,2020-10-21
"2","60-+","1",2020-10-21,3,43,176506,7,2020-10-21
"2","60-+","2",2020-10-21,4,43,126073,8,2020-10-21
"1","0-59","1",2020-10-22,3,43,4190359,1,2020-10-22
"1","0-59","2",2020-10-22,5,43,4074690,2,2020-10-22
"1","60-+","1",2020-10-22,9,43,557258,3,2020-10-22
"1","60-+","2",2020-10-22,8,43,500271,4,2020-10-22
"2","0-59","1",2020-10-22,0,43,624067,5,2020-10-22
"2","0-59","2",2020-10-22,0,43,555371,6,2020-10-22
"2","60-+","1",2020-10-22,3,43,176506,7,2020-10-22
"2","60-+","2",2020-10-22,4,43,126073,8,2020-10-22
"1","0-59","1",2020-10-23,2,43,4190359,1,2020-10-23
"1","0-59","2",2020-10-23,8,43,4074690,2,2020-10-23
"1","60-+","1",2020-10-23,10,43,557258,3,2020-10-23
"1","60-+","2",2020-10-23,12,43,500271,4,2020-10-23
"2","0-59","1",2020-10-23,0,43,624067,5,2020-10-23
"2","0-59","2",2020-10-23,0,43,555371,6,2020-10-23
"2","60-+","1",2020-10-23,2,43,176506,7,2020-10-23
"2","60-+","2",2020-10-23,2,43,126073,8,2020-10-23
"1","0-59","1",2020-10-24,2,43,4190359,1,2020-10-24
"1","0-59","2",2020-10-24,4,43,4074690,2,2020-10-24
"1","60-+","1",2020-10-24,5,43,557258,3,2020-10-24
"1","60-+","2",2020-10-24,11,43,500271,4,2020-10-24
"2","0-59","1",2020-10-24,0,43,624067,5,2020-10-24
"2","0-59","2",2020-10-24,0,43,555371,6,2020-10-24
"2","60-+","1",2020-10-24,1,43,176506,7,2020-10-24
"2","60-+","2",2020-10-24,3,43,126073,8,2020-10-24
"1","0-59","1",2020-10-25,1,43,4190359,1,2020-10-25
"1","0-59","2",2020-10-25,6,43,4074690,2,2020-10-25
"1","60-+","1",2020-10-25,3,43,557258,3,2020-10-25
"1","60-+","2",2020-10-25,15,43,500271,4,2020-10-25
"2","0-59","1",2020-10-25,0,43,624067,5,2020-10-25
"2","0-59","2",2020-10-25,1,43,555371,6,2020-10-25
"2","60-+","1",2020-10-25,0,43,176506,7,2020-10-25
"2","60-+","2",2020-10-25,2,43,126073,8,2020-10-25
"1","0-59","1",2020-10-26,3,44,4190359,1,2020-10-26
"1","0-59","2",2020-10-26,6,44,4074690,2,2020-10-26
"1","60-+","1",2020-10-26,8,44,557258,3,2020-10-26
"1","60-+","2",2020-10-26,17,44,500271,4,2020-10-26
"2","0-59","1",2020-10-26,0,44,624067,5,2020-10-26
"2","0-59","2",2020-10-26,0,44,555371,6,2020-10-26
"2","60-+","1",2020-10-26,3,44,176506,7,2020-10-26
"2","60-+","2",2020-10-26,4,44,126073,8,2020-10-26
"1","0-59","1",2020-10-27,4,44,4190359,1,2020-10-27
"1","0-59","2",2020-10-27,3,44,4074690,2,2020-10-27
"1","60-+","1",2020-10-27,13,44,557258,3,2020-10-27
"1","60-+","2",2020-10-27,11,44,500271,4,2020-10-27
"2","0-59","1",2020-10-27,0,44,624067,5,2020-10-27
"2","0-59","2",2020-10-27,0,44,555371,6,2020-10-27
"2","60-+","1",2020-10-27,3,44,176506,7,2020-10-27
"2","60-+","2",2020-10-27,2,44,126073,8,2020-10-27
"1","0-59","1",2020-10-28,2,44,4190359,1,2020-10-28
"1","0-59","2",2020-10-28,5,44,4074690,2,2020-10-28
"1","60-+","1",2020-10-28,3,44,557258,3,2020-10-28
"1","60-+","2",2020-10-28,22,44,500271,4,2020-10-28
"2","0-59","1",2020-10-28,1,44,624067,5,2020-10-28
"2","0-59","2",2020-10-28,0,44,555371,6,2020-10-28
"2","60-+","1",2020-10-28,3,44,176506,7,2020-10-28
"2","60-+","2",2020-10-28,6,44,126073,8,2020-10-28
"1","0-59","1",2020-10-29,4,44,4190359,1,2020-10-29
"1","0-59","2",2020-10-29,4,44,4074690,2,2020-10-29
"1","60-+","1",2020-10-29,3,44,557258,3,2020-10-29
"1","60-+","2",2020-10-29,17,44,500271,4,2020-10-29
"2","0-59","1",2020-10-29,0,44,624067,5,2020-10-29
"2","0-59","2",2020-10-29,0,44,555371,6,2020-10-29
"2","60-+","1",2020-10-29,2,44,176506,7,2020-10-29
"2","60-+","2",2020-10-29,3,44,126073,8,2020-10-29
"1","0-59","1",2020-10-30,2,44,4190359,1,2020-10-30
"1","0-59","2",2020-10-30,7,44,4074690,2,2020-10-30
"1","60-+","1",2020-10-30,7,44,557258,3,2020-10-30
"1","60-+","2",2020-10-30,11,44,500271,4,2020-10-30
"2","0-59","1",2020-10-30,1,44,624067,5,2020-10-30
"2","0-59","2",2020-10-30,2,44,555371,6,2020-10-30
"2","60-+","1",2020-10-30,1,44,176506,7,2020-10-30
"2","60-+","2",2020-10-30,4,44,126073,8,2020-10-30
"1","0-59","1",2020-10-31,1,44,4190359,1,2020-10-31
"1","0-59","2",2020-10-31,2,44,4074690,2,2020-10-31
"1","60-+","1",2020-10-31,9,44,557258,3,2020-10-31
"1","60-+","2",2020-10-31,13,44,500271,4,2020-10-31
"2","0-59","1",2020-10-31,0,44,624067,5,2020-10-31
"2","0-59","2",2020-10-31,1,44,555371,6,2020-10-31
"2","60-+","1",2020-10-31,1,44,176506,7,2020-10-31
"2","60-+","2",2020-10-31,5,44,126073,8,2020-10-31
"1","0-59","1",2020-11-01,3,44,4190359,1,2020-11-01
"1","0-59","2",2020-11-01,5,44,4074690,2,2020-11-01
"1","60-+","1",2020-11-01,5,44,557258,3,2020-11-01
"1","60-+","2",2020-11-01,22,44,500271,4,2020-11-01
"2","0-59","1",2020-11-01,0,44,624067,5,2020-11-01
"2","0-59","2",2020-11-01,1,44,555371,6,2020-11-01
"2","60-+","1",2020-11-01,1,44,176506,7,2020-11-01
"2","60-+","2",2020-11-01,0,44,126073,8,2020-11-01
"1","0-59","1",2020-11-02,1,45,4190359,1,2020-11-02
"1","0-59","2",2020-11-02,5,45,4074690,2,2020-11-02
"1","60-+","1",2020-11-02,7,45,557258,3,2020-11-02
"1","60-+","2",2020-11-02,9,45,500271,4,2020-11-02
"2","0-59","1",2020-11-02,0,45,624067,5,2020-11-02
"2","0-59","2",2020-11-02,0,45,555371,6,2020-11-02
"2","60-+","1",2020-11-02,4,45,176506,7,2020-11-02
"2","60-+","2",2020-11-02,1,45,126073,8,2020-11-02
"1","0-59","1",2020-11-03,2,45,4190359,1,2020-11-03
"1","0-59","2",2020-11-03,9,45,4074690,2,2020-11-03
"1","60-+","1",2020-11-03,10,45,557258,3,2020-11-03
"1","60-+","2",2020-11-03,9,45,500271,4,2020-11-03
"2","0-59","1",2020-11-03,0,45,624067,5,2020-11-03
"2","0-59","2",2020-11-03,0,45,555371,6,2020-11-03
"2","60-+","1",2020-11-03,0,45,176506,7,2020-11-03
"2","60-+","2",2020-11-03,1,45,126073,8,2020-11-03
"1","0-59","1",2020-11-04,4,45,4190359,1,2020-11-04
"1","0-59","2",2020-11-04,7,45,4074690,2,2020-11-04
"1","60-+","1",2020-11-04,11,45,557258,3,2020-11-04
"1","60-+","2",2020-11-04,11,45,500271,4,2020-11-04
"2","0-59","1",2020-11-04,1,45,624067,5,2020-11-04
"2","0-59","2",2020-11-04,2,45,555371,6,2020-11-04
"2","60-+","1",2020-11-04,5,45,176506,7,2020-11-04
"2","60-+","2",2020-11-04,3,45,126073,8,2020-11-04
"1","0-59","1",2020-11-05,0,45,4190359,1,2020-11-05
"1","0-59","2",2020-11-05,3,45,4074690,2,2020-11-05
"1","60-+","1",2020-11-05,7,45,557258,3,2020-11-05
"1","60-+","2",2020-11-05,9,45,500271,4,2020-11-05
"2","0-59","1",2020-11-05,0,45,624067,5,2020-11-05
"2","0-59","2",2020-11-05,1,45,555371,6,2020-11-05
"2","60-+","1",2020-11-05,1,45,176506,7,2020-11-05
"2","60-+","2",2020-11-05,5,45,126073,8,2020-11-05
"1","0-59","1",2020-11-06,3,45,4190359,1,2020-11-06
"1","0-59","2",2020-11-06,5,45,4074690,2,2020-11-06
"1","60-+","1",2020-11-06,10,45,557258,3,2020-11-06
"1","60-+","2",2020-11-06,12,45,500271,4,2020-11-06
"2","0-59","1",2020-11-06,0,45,624067,5,2020-11-06
"2","0-59","2",2020-11-06,2,45,555371,6,2020-11-06
"2","60-+","1",2020-11-06,3,45,176506,7,2020-11-06
"2","60-+","2",2020-11-06,6,45,126073,8,2020-11-06
"1","0-59","1",2020-11-07,1,45,4190359,1,2020-11-07
"1","0-59","2",2020-11-07,9,45,4074690,2,2020-11-07
"1","60-+","1",2020-11-07,6,45,557258,3,2020-11-07
"1","60-+","2",2020-11-07,9,45,500271,4,2020-11-07
"2","0-59","1",2020-11-07,0,45,624067,5,2020-11-07
"2","0-59","2",2020-11-07,0,45,555371,6,2020-11-07
"2","60-+","1",2020-11-07,2,45,176506,7,2020-11-07
"2","60-+","2",2020-11-07,1,45,126073,8,2020-11-07
"1","0-59","1",2020-11-08,4,45,4190359,1,2020-11-08
"1","0-59","2",2020-11-08,4,45,4074690,2,2020-11-08
"1","60-+","1",2020-11-08,10,45,557258,3,2020-11-08
"1","60-+","2",2020-11-08,14,45,500271,4,2020-11-08
"2","0-59","1",2020-11-08,0,45,624067,5,2020-11-08
"2","0-59","2",2020-11-08,1,45,555371,6,2020-11-08
"2","60-+","1",2020-11-08,1,45,176506,7,2020-11-08
"2","60-+","2",2020-11-08,2,45,126073,8,2020-11-08
